AnimalType,AgeUponOutcome,Breed,Color,SexuponOutcome
0,21,637,216,0
1,365,1291,320,3
0,1460,632,139,3
0,30,640,104,1
1,120,426,98,1
0,2190,640,291,3
1,365,450,289,2
1,60,469,138,3
0,4380,640,41,2
1,1095,450,38,0
1,180,1066,98,2
0,150,640,296,3
0,365,640,149,0
0,3,640,5,4
0,4380,632,216,2
0,21,640,216,0
1,60,847,289,0
1,730,1196,36,1
1,2190,559,88,2
1,3285,1146,89,2
1,730,450,130,3
1,365,307,98,0
1,365,74,57,2
0,210,640,216,2
0,28,1251,186,0
0,14,640,220,0
1,1095,1254,38,3
1,730,1066,89,2
1,2555,559,226,2
1,365,1105,89,2
1,60,519,94,2
0,365,640,104,3
1,3285,450,36,3
1,365,450,5,1
1,1095,896,5,2
0,365,640,111,1
1,90,975,150,3
0,60,640,167,2
0,21,640,211,0
1,2190,16,204,2
1,1825,333,289,3
1,1460,27,165,2
0,3650,1251,297,3
0,14,640,342,0
0,4380,632,195,0
0,730,640,111,2
0,180,640,291,3
1,730,1066,86,3
1,1460,559,56,3
0,1095,640,41,2
1,730,518,136,1
1,2190,298,38,2
1,365,1066,114,2
1,4380,450,278,0
1,240,199,179,2
0,60,637,5,2
1,1095,504,226,2
1,365,696,88,2
0,90,640,296,0
1,30,180,114,3
1,730,1005,274,3
1,2555,1066,330,2
0,60,637,167,3
0,60,640,104,2
1,730,74,320,3
1,3285,1267,31,2
0,2555,640,332,3
0,60,637,38,3
0,365,640,111,3
0,1095,632,111,2
0,730,640,86,3
1,60,401,274,3
0,60,637,265,2
1,90,432,320,3
1,60,1116,353,2
1,730,1077,86,3
1,1095,696,252,3
1,21,847,318,1
1,1825,383,259,3
0,730,640,296,4
1,730,324,353,2
1,2190,980,204,0
0,60,640,86,2
1,1460,1066,88,2
1,1825,74,36,3
0,365,640,38,2
1,60,450,307,3
1,2920,489,187,3
1,2190,1340,344,2
1,2190,1136,226,1
1,1825,755,320,2
0,300,640,111,0
1,730,1066,289,2
0,270,640,41,0
1,730,822,278,2
1,730,962,318,3
0,60,640,86,2
0,365,640,139,0
1,1825,1083,289,1
1,7,450,307,0
1,60,450,289,2
1,270,1130,38,3
1,1095,1196,36,2
1,730,646,89,3
0,90,640,104,3
1,60,912,318,2
0,60,640,104,2
1,1095,1196,25,3
1,365,1158,56,3
1,90,766,174,3
1,730,962,318,3
1,60,449,38,2
1,1460,997,98,2
0,21,640,104,0
0,365,640,38,3
0,2190,640,38,2
1,3650,517,226,2
0,90,640,104,2
1,1,1066,330,1
0,30,640,68,3
0,30,640,216,1
1,2190,450,88,3
1,730,847,131,3
0,60,640,216,1
0,60,640,104,2
0,365,640,63,3
1,365,1066,318,2
1,1460,450,329,2
1,365,211,318,1
0,21,640,104,4
0,150,640,347,2
0,60,640,220,3
0,90,640,104,3
1,365,1066,289,2
1,60,1274,274,3
1,1095,918,307,3
1,365,1255,38,1
1,730,988,194,2
1,120,74,320,2
1,730,74,58,3
0,60,640,38,2
0,730,640,5,3
0,730,632,220,2
1,730,696,26,3
0,730,640,5,4
1,365,1116,320,3
0,60,632,38,0
1,1095,980,263,2
1,300,407,250,1
1,60,847,150,3
1,1095,1235,38,2
1,180,847,38,1
1,1095,1209,130,3
1,1825,1066,318,3
1,365,1066,166,2
0,730,637,320,0
0,60,640,38,3
0,60,640,104,3
1,2555,450,163,2
1,365,406,130,2
1,1460,125,25,2
0,60,640,220,2
0,365,640,296,0
0,60,640,111,2
1,7,1365,38,0
0,6,640,216,1
0,30,640,68,0
1,60,249,320,3
1,60,167,289,2
1,730,761,41,2
0,60,640,216,3
1,1825,695,25,2
1,730,847,358,2
1,1460,764,329,2
0,2,639,195,1
1,180,449,320,1
1,4015,811,318,3
0,60,640,139,3
0,60,640,38,3
1,1095,696,289,3
0,1,640,5,4
1,1095,1197,36,3
1,365,847,5,3
0,60,640,63,2
0,21,640,63,1
1,365,450,274,2
1,365,962,38,3
1,730,862,38,3
1,150,463,289,2
0,365,640,216,1
0,60,640,139,3
1,180,847,5,3
0,60,640,111,2
1,365,862,38,2
1,1825,55,289,3
0,2190,640,104,2
1,1825,469,353,2
1,60,249,25,3
0,3,640,324,4
1,730,695,318,3
1,365,1066,4,3
0,90,640,291,3
1,1460,454,130,3
0,14,640,5,1
0,14,637,104,4
1,270,1196,36,1
1,730,307,320,3
1,730,1130,38,2
1,365,74,70,2
1,1825,1033,353,2
0,14,640,260,0
1,1460,512,25,2
1,1095,878,38,2
1,60,125,89,1
1,365,1301,318,1
0,30,640,104,0
1,730,1170,307,3
0,90,640,216,3
1,1095,847,88,0
1,90,74,38,0
1,1460,249,165,2
1,730,450,88,2
1,3285,241,86,2
1,300,111,38,3
1,730,847,318,0
0,365,640,38,3
0,3,640,320,1
0,2,640,104,0
1,6,450,329,0
1,365,916,36,1
1,240,125,56,2
0,2,640,38,1
0,90,640,111,3
1,730,1066,320,2
1,1095,948,252,2
1,365,1066,130,3
1,2920,438,130,3
0,2190,640,104,2
0,150,640,318,4
1,2920,847,358,2
1,3650,1158,71,1
1,365,1066,113,3
1,365,298,98,2
0,120,640,38,0
1,30,125,37,0
1,730,1255,318,1
0,21,1250,260,1
1,730,167,276,2
1,2555,1191,274,3
0,730,640,104,2
0,21,640,216,1
1,1460,450,130,3
1,60,847,5,2
1,240,1255,38,2
0,60,640,297,3
0,730,637,111,3
0,90,639,220,2
0,60,640,104,2
1,1825,450,25,2
1,730,1170,353,2
0,60,640,104,2
0,210,1251,186,2
1,1095,1066,130,2
1,210,846,358,2
1,2920,847,150,0
0,60,640,41,2
1,365,847,358,2
1,365,847,358,2
0,300,640,220,4
0,3650,640,216,2
1,365,55,165,2
1,1095,61,289,2
1,730,74,329,3
0,730,640,68,2
0,2190,640,139,0
0,14,640,216,1
0,7,640,291,4
0,365,640,111,2
0,2920,640,139,3
0,30,640,111,0
1,365,1066,86,1
0,120,640,5,2
1,3650,449,25,2
0,90,640,5,3
1,60,847,166,0
0,730,640,41,4
0,730,640,194,4
1,60,427,103,3
1,60,454,114,3
1,60,880,38,3
0,60,794,260,1
1,730,450,5,3
1,2555,1066,38,2
1,1095,1196,25,2
1,365,214,88,3
0,2555,1207,41,3
0,2920,1168,211,3
0,21,640,5,4
0,2190,640,5,1
1,1825,695,253,2
1,1095,847,358,1
1,1825,681,38,3
1,730,590,239,3
0,90,637,139,3
1,120,712,37,2
0,90,640,296,3
0,180,640,216,4
1,2190,1262,259,2
0,150,636,111,1
0,60,640,86,3
1,1825,847,5,2
0,60,640,220,2
0,30,1271,59,0
1,5475,811,329,1
1,1095,962,318,3
0,30,640,68,1
1,365,450,30,2
1,30,687,137,0
0,365,640,38,0
1,60,74,130,0
1,1825,695,25,2
0,1460,640,320,0
0,150,640,5,3
0,730,640,216,2
0,21,640,104,0
1,730,847,130,3
1,150,1066,77,3
1,180,696,252,3
0,240,640,104,4
1,1095,1066,89,2
0,365,640,104,2
0,365,640,63,3
1,365,847,289,3
1,1095,1066,289,2
1,30,450,289,2
0,240,640,104,2
1,2190,74,289,2
1,60,737,137,3
1,60,101,307,2
1,365,1066,289,3
0,60,640,327,0
0,730,640,111,1
1,365,449,274,3
1,1460,962,318,1
0,730,640,139,0
0,120,640,63,2
1,730,909,204,1
0,14,640,296,0
1,730,407,58,3
0,21,640,104,1
1,1825,248,38,2
0,90,640,38,2
1,365,878,38,2
0,60,640,296,3
0,60,639,346,1
1,1095,166,307,2
1,1460,1066,329,3
0,1095,640,216,2
1,1095,74,69,2
1,3650,894,165,3
0,730,640,216,2
0,60,640,195,3
1,365,450,89,2
1,365,436,289,2
1,1095,1319,318,2
0,365,640,167,2
1,730,450,274,3
0,60,640,5,2
0,60,640,63,2
1,150,847,88,2
0,2,640,104,4
1,30,811,165,3
0,180,640,167,3
0,1095,637,104,0
0,1460,640,86,2
1,365,737,226,2
0,730,632,216,4
1,60,60,307,3
0,120,640,104,3
0,2555,640,5,3
0,14,640,38,0
0,730,640,111,2
1,365,504,88,3
0,21,640,111,0
1,730,249,38,2
1,730,409,329,2
0,60,640,104,2
1,365,905,38,2
1,2190,696,36,3
1,730,450,88,2
1,365,1066,289,2
0,60,640,111,0
1,1095,280,320,2
1,210,241,86,2
1,2555,518,38,3
1,1095,1255,307,3
0,730,640,216,4
0,210,640,139,0
0,150,640,220,3
1,365,559,114,1
0,2190,1207,41,2
1,30,268,38,1
0,90,640,332,2
0,730,640,139,3
1,1095,1257,307,3
1,365,847,130,2
0,90,640,291,3
1,365,1066,130,3
1,1825,1065,130,2
1,2920,461,289,3
1,1825,450,25,3
0,90,640,104,3
0,1460,640,291,3
1,2190,846,5,3
0,21,640,291,0
0,120,640,104,2
1,150,450,88,0
0,365,640,220,2
1,365,407,320,3
0,120,640,296,3
1,270,1066,185,2
0,365,640,318,0
1,365,55,307,3
0,60,640,340,2
1,180,737,289,3
0,180,640,104,1
1,365,847,250,2
1,120,847,358,3
0,90,640,320,3
0,0,640,5,4
1,1825,167,329,3
0,60,640,216,0
0,60,640,296,3
0,60,637,104,2
0,730,640,296,3
1,730,1066,130,3
1,730,1163,38,2
0,120,640,111,1
1,1460,559,259,2
1,60,847,130,2
1,730,450,289,0
1,30,450,163,2
1,1460,1016,318,2
0,365,639,63,3
0,120,632,111,3
1,210,1066,38,1
1,1095,450,274,0
0,3,640,14,1
1,150,878,114,3
0,60,640,38,2
0,30,640,104,0
0,90,640,5,2
1,60,450,338,2
1,1095,450,329,3
1,1095,1254,248,3
1,1825,956,36,2
1,240,450,307,3
1,3285,1169,354,3
1,730,696,88,3
1,365,1255,259,3
1,730,696,36,2
0,2920,637,111,3
1,3650,559,226,1
0,21,640,68,1
1,30,847,126,3
1,30,74,336,3
0,60,640,111,2
1,150,307,130,2
0,14,640,14,1
1,180,450,38,3
0,365,640,142,0
1,120,1066,130,3
1,240,1097,98,3
1,1095,450,130,1
1,60,811,307,3
0,28,640,166,1
0,7,640,220,4
1,730,450,274,2
1,1460,938,36,2
1,2555,365,274,2
1,5110,357,289,2
1,30,847,38,3
0,60,945,63,2
1,2555,306,98,1
0,365,640,139,3
1,2555,811,307,2
0,60,640,38,1
1,150,365,25,2
1,730,695,252,2
1,365,450,274,3
1,1460,1116,320,3
1,365,450,307,3
1,365,450,166,1
0,1825,632,86,1
1,730,55,185,0
0,90,640,220,2
1,730,847,38,2
1,1460,438,276,3
0,90,640,104,2
0,3,640,104,4
1,180,214,289,2
0,21,640,104,1
1,2555,962,318,2
1,730,962,318,3
1,60,847,5,1
1,4745,463,88,2
1,30,365,307,3
1,60,538,38,3
0,21,640,104,4
1,365,980,48,3
1,60,179,289,2
0,60,1252,212,2
0,2920,640,5,2
1,60,401,289,3
0,60,640,104,2
0,4015,640,216,2
1,90,365,130,3
1,1095,961,318,2
1,1095,69,88,3
1,365,85,307,3
1,2555,450,137,2
1,365,1066,86,3
0,1,640,195,1
0,300,640,216,1
1,6,477,318,4
1,730,1066,321,3
0,60,640,111,2
1,365,450,329,3
1,730,1066,318,2
1,210,450,274,2
1,240,847,88,3
1,730,422,130,2
1,300,752,187,1
1,30,464,5,3
0,30,640,41,3
0,730,637,38,2
0,90,640,41,3
1,730,450,274,2
1,1095,450,274,2
1,300,1166,232,3
0,150,640,5,4
1,60,1116,329,2
1,60,450,130,1
1,90,547,307,2
1,365,1005,25,3
1,1095,55,38,3
1,240,696,114,2
0,2920,637,86,2
0,1095,640,332,2
1,2555,699,353,2
1,365,42,307,2
0,3650,640,104,3
0,3,640,111,4
1,2190,1346,198,3
1,365,1212,5,2
0,2920,1059,186,3
1,365,455,226,3
1,60,696,130,3
0,730,640,139,0
1,730,1065,226,2
1,30,696,25,1
1,365,847,38,2
0,365,640,139,0
1,365,847,353,1
1,1460,222,114,1
1,365,811,353,1
1,730,492,320,3
1,150,878,274,2
1,730,1066,86,1
0,21,640,5,4
0,60,640,104,3
0,14,640,41,1
1,90,556,250,2
0,21,640,104,1
0,90,640,5,2
0,21,640,104,4
0,365,632,5,3
1,7,74,307,1
1,1825,307,320,2
1,210,847,131,3
0,365,640,5,1
1,120,847,5,3
1,1095,735,201,2
1,730,112,38,2
0,21,640,216,0
1,730,74,131,3
0,150,640,346,3
1,730,962,318,0
0,30,640,216,1
0,60,640,104,3
0,240,640,86,3
0,240,640,38,2
0,60,640,104,2
0,30,640,5,0
1,730,847,88,3
0,365,640,5,2
0,365,640,104,2
1,2190,1191,88,1
1,730,696,5,2
0,14,640,104,4
0,21,640,5,4
1,1825,549,36,2
0,365,640,291,0
1,365,1066,86,2
0,60,640,38,3
1,60,878,114,1
0,3285,640,296,3
1,120,1170,307,3
0,21,640,38,1
1,365,315,130,3
0,60,640,63,3
1,730,147,114,2
0,120,632,38,2
1,30,1066,324,1
1,1460,1236,320,3
1,2555,450,38,2
1,1460,847,358,2
0,60,640,86,2
0,60,640,68,3
0,2920,640,296,3
1,730,681,38,3
1,3650,811,353,2
1,2920,450,307,3
1,60,696,36,2
1,120,496,226,3
0,365,640,216,0
1,365,135,36,3
1,90,892,38,3
1,120,64,259,2
1,1825,166,307,2
0,14,640,318,4
1,365,847,274,2
1,1095,375,89,3
1,90,1010,137,1
1,1460,27,250,1
1,120,450,163,1
1,1460,365,166,2
0,7,640,38,4
1,30,1105,89,0
0,365,640,104,0
1,730,163,88,3
0,30,640,5,0
1,730,924,318,2
0,180,640,38,3
0,1825,640,104,3
0,3285,640,111,3
0,180,637,296,3
0,240,640,86,2
1,365,755,38,2
0,90,640,104,3
0,30,640,41,0
1,120,234,84,2
0,60,637,296,3
1,365,665,250,3
1,365,707,114,3
1,5475,513,187,2
0,90,640,5,2
1,2190,961,318,3
1,1095,1291,178,2
1,730,559,48,2
1,730,847,38,3
0,730,640,104,3
1,330,1319,88,0
0,7,640,296,0
1,730,1066,278,2
1,365,948,6,3
1,365,1066,353,2
0,1460,640,111,3
0,90,640,296,3
1,210,1136,131,2
1,28,235,226,0
1,730,1079,320,3
0,21,640,104,1
1,30,125,37,1
0,28,640,296,0
1,365,1066,274,2
0,60,640,38,0
1,1460,1314,307,3
1,1460,549,250,3
1,730,55,165,3
1,180,1066,38,0
0,60,640,5,2
1,2555,1201,25,1
1,60,720,259,2
0,730,640,5,2
0,60,640,38,3
1,60,847,38,2
1,1825,847,274,3
1,730,1005,349,2
1,2190,1365,252,1
0,730,640,216,2
1,2920,167,130,2
0,330,637,63,3
1,365,450,88,1
0,300,640,5,1
1,3650,74,49,2
1,180,407,128,1
0,90,1271,260,2
0,28,632,5,0
1,2555,238,307,3
0,60,1271,262,3
1,730,1243,342,0
1,730,1066,165,2
1,30,450,307,1
0,120,640,42,3
0,14,640,5,1
1,365,1066,38,3
1,2555,559,274,3
1,730,847,38,2
0,30,637,38,3
1,30,438,307,1
1,365,214,289,3
1,365,55,86,2
1,60,559,289,3
1,60,847,289,2
1,1825,55,329,1
1,730,307,318,2
1,365,125,36,2
0,365,637,139,3
1,1095,1066,86,3
1,730,847,165,2
0,2190,640,41,2
1,2920,27,353,3
1,365,1197,36,3
1,365,1147,179,2
1,3650,689,89,3
0,21,640,41,0
0,30,637,216,2
0,60,640,220,2
0,60,640,216,3
1,365,27,289,2
0,30,640,63,2
0,30,640,318,0
1,3285,907,252,2
0,60,640,104,3
1,4380,811,329,2
1,1095,518,5,3
1,28,438,38,1
0,60,640,104,3
1,730,1066,130,0
1,210,74,274,3
0,3,640,104,4
0,150,640,216,0
0,21,640,216,1
0,60,640,5,3
0,14,640,167,0
1,730,450,114,3
0,3285,921,104,2
0,365,640,104,0
0,1460,639,130,1
1,365,962,318,1
1,365,696,88,1
1,2190,364,274,2
1,730,1066,86,2
1,365,1066,336,2
0,120,640,216,1
0,150,640,5,1
1,730,45,362,2
0,30,640,104,0
1,180,559,36,2
1,30,208,307,0
1,1460,1319,318,3
1,365,365,353,3
0,90,640,111,2
1,1825,962,318,2
0,2,640,320,4
1,1460,1175,307,2
0,90,640,139,3
0,60,632,296,3
1,365,1066,86,2
1,60,58,38,3
1,730,1066,98,2
0,21,640,5,0
1,1095,661,98,3
1,3650,1236,38,2
1,730,1069,324,2
0,1,640,195,4
0,30,631,111,3
1,730,142,10,2
0,1825,640,296,3
1,730,890,38,2
0,90,640,111,1
0,2555,632,111,2
0,730,640,104,3
1,730,1066,98,3
1,90,696,36,0
1,60,897,289,2
1,330,32,130,2
1,1095,1066,86,3
1,2190,1170,130,2
1,1825,27,274,2
1,365,847,38,2
0,2555,640,318,0
0,120,640,332,4
0,365,640,104,3
1,300,930,334,2
0,4745,640,111,2
0,270,640,291,3
1,60,74,307,3
1,730,961,5,1
1,1825,280,132,3
1,730,268,165,0
1,3285,74,89,2
1,1825,1066,130,3
0,730,640,296,0
1,180,559,130,2
1,730,27,86,2
1,365,797,88,3
0,30,1271,60,0
0,90,148,211,3
0,120,640,327,2
1,730,1044,289,3
1,120,559,130,2
0,21,640,216,1
0,180,640,5,3
0,730,637,5,2
0,240,640,13,2
0,1460,639,5,3
0,5,640,5,4
1,1095,1066,320,2
0,90,640,38,4
1,730,249,38,3
1,365,956,38,1
0,120,640,104,1
0,60,1251,260,2
0,730,640,38,3
0,90,639,5,3
1,270,298,318,3
1,1095,450,274,3
0,730,632,320,0
0,14,640,216,0
0,365,640,139,3
0,2190,640,5,2
0,30,640,111,0
0,60,640,291,3
1,240,878,130,1
1,1825,1066,41,2
1,3650,955,36,2
0,60,640,5,0
1,730,847,353,2
1,30,112,5,0
1,365,450,128,0
1,730,450,130,2
0,60,640,5,0
1,1095,980,38,2
0,21,640,5,0
1,3285,924,318,2
1,7,1066,318,0
0,90,640,111,2
1,1460,155,307,3
0,60,640,320,3
1,730,1066,250,1
1,365,307,5,1
0,730,640,38,1
0,150,640,41,1
0,120,632,324,1
0,240,640,104,2
0,90,1251,297,3
0,3,632,86,0
1,365,1255,250,3
1,90,149,250,0
0,300,637,216,2
1,1825,878,5,2
0,30,640,38,1
1,730,811,38,3
0,7,640,68,1
0,730,640,5,2
1,2920,1091,329,2
1,365,1319,320,3
1,4380,473,36,3
1,1095,280,318,3
0,60,640,38,3
0,730,631,38,2
0,90,640,139,3
0,60,640,63,3
1,210,658,238,2
0,365,640,111,2
0,60,639,104,2
0,1095,640,68,3
1,365,450,307,2
1,1460,450,88,2
1,3285,1364,286,3
0,730,640,139,0
1,730,832,130,1
0,60,1207,41,0
1,730,450,226,2
1,60,847,130,3
0,60,640,220,3
1,730,696,114,3
0,30,640,5,1
1,1095,1066,86,3
1,730,1066,130,2
1,3650,878,36,2
0,60,640,104,1
1,2920,559,130,2
1,1095,1085,320,2
1,210,1170,307,0
0,2555,637,220,2
0,2555,640,111,3
1,3650,517,38,0
1,210,330,289,2
1,3650,1066,98,2
0,365,640,86,1
1,3650,1062,289,0
0,150,640,168,1
0,150,640,38,4
1,60,125,307,2
1,30,696,307,1
1,1095,45,320,2
1,60,847,38,3
1,270,1066,91,1
0,60,640,63,2
0,21,640,5,1
1,210,463,36,3
1,2190,298,274,3
0,730,637,63,2
1,0,176,318,0
1,365,718,36,2
1,365,1313,353,2
0,2190,640,104,0
1,7,450,36,0
1,270,112,98,3
1,1460,847,241,2
1,1825,1236,329,0
1,730,1066,320,0
1,365,1066,165,2
1,730,450,130,2
0,1095,640,220,4
0,60,637,38,2
0,3650,640,216,3
0,60,632,38,3
1,730,696,36,2
1,1460,1146,179,2
1,365,1066,98,3
0,90,640,220,2
0,365,640,5,2
0,120,640,38,3
1,330,924,318,2
1,1095,1066,130,3
0,730,640,63,2
1,365,938,25,2
0,120,640,5,2
1,730,306,89,2
0,21,640,139,0
0,730,637,139,3
0,210,632,5,3
1,210,585,36,2
0,1825,632,86,2
1,365,74,48,2
0,14,640,68,1
0,90,640,291,3
1,365,824,329,3
1,730,450,353,3
1,3285,167,38,2
1,1095,1066,289,1
1,1825,74,320,2
1,120,1066,38,2
1,730,74,329,3
1,2555,847,5,3
0,730,640,167,3
0,1095,640,63,3
1,730,450,5,3
0,1825,640,38,2
1,730,696,114,3
1,1460,813,320,3
0,60,643,104,0
0,3650,640,318,1
1,60,61,289,0
1,0,176,318,1
1,365,567,34,2
1,240,756,38,2
0,365,640,5,4
1,60,101,48,2
1,210,438,307,0
0,60,640,38,2
1,4745,297,38,1
1,4380,450,88,2
1,365,1066,89,3
1,365,450,307,0
1,2190,74,48,3
0,90,640,291,3
0,240,640,5,2
0,120,640,111,2
1,240,812,98,3
0,2920,640,139,3
1,730,696,36,0
0,365,640,5,3
1,1095,904,150,3
0,120,640,5,2
1,365,1066,130,0
0,30,640,5,0
1,365,1066,98,1
0,21,637,104,1
0,1825,640,63,3
1,1460,1066,86,3
1,730,847,38,2
1,300,1344,342,2
1,60,847,131,0
1,730,846,358,2
0,1460,639,41,3
0,60,637,111,2
0,60,640,216,2
1,365,450,38,1
0,365,640,86,1
1,60,847,5,3
1,4380,875,163,3
0,180,640,104,3
1,30,696,114,0
1,2190,1104,98,2
0,21,640,296,0
1,730,495,88,3
1,180,61,316,1
1,150,1081,130,0
1,730,853,329,3
0,1825,640,41,3
1,60,1116,38,2
0,7,640,291,4
1,2190,1066,38,3
1,730,1066,89,3
1,180,450,250,2
1,730,401,364,3
1,730,112,25,3
1,730,696,358,2
1,365,112,36,2
0,28,640,5,1
1,365,783,307,3
0,2555,640,220,2
0,180,640,104,3
0,120,636,5,2
0,365,640,111,2
1,730,681,38,1
1,365,1374,131,3
0,3650,640,38,0
1,1825,130,56,3
1,5840,449,352,4
0,30,637,216,1
1,365,1066,98,3
1,730,438,5,3
0,21,640,216,1
0,3,640,296,0
1,730,847,5,2
1,3650,249,5,0
1,30,450,226,1
1,730,74,38,3
1,730,1196,25,2
0,90,640,296,3
1,365,1158,56,3
1,300,307,88,3
0,7,640,222,4
1,3650,167,307,3
1,1095,1066,89,3
1,730,1236,329,0
1,1825,1364,284,3
1,365,1255,318,3
1,365,365,274,3
1,2190,450,252,3
0,730,640,63,3
1,1825,935,338,3
1,2555,1066,130,2
1,30,249,38,3
1,1095,346,252,3
1,0,176,318,0
1,730,383,307,3
1,3285,298,38,3
1,730,1066,10,2
0,730,640,68,3
0,3650,640,219,2
0,14,1251,297,4
1,1095,184,289,2
1,14,1066,354,0
0,60,640,111,3
1,300,1116,130,3
0,365,640,220,1
0,14,1251,205,1
0,60,640,11,2
0,30,640,145,3
1,365,1066,318,2
0,730,640,139,0
0,4380,640,38,2
1,730,585,130,2
1,30,958,163,2
1,730,764,318,2
1,1825,61,276,2
1,1095,450,130,3
1,90,450,130,2
1,90,866,98,2
0,730,640,111,0
0,90,640,104,3
0,730,640,327,1
1,365,681,5,2
0,60,640,139,3
1,1825,1146,89,3
1,2555,1365,114,1
0,1460,640,327,2
1,1825,27,330,2
1,730,1066,342,2
0,21,640,104,0
1,1095,878,252,3
1,300,199,114,2
0,60,640,111,2
0,730,640,216,2
0,60,640,38,3
0,14,1251,186,0
1,2920,39,318,2
0,2190,640,320,2
1,365,1346,353,2
0,4745,640,332,2
1,365,450,289,2
1,1825,1094,98,2
1,1095,329,98,2
1,365,1066,178,3
0,120,640,5,0
1,1095,1308,252,2
1,730,1066,353,2
1,4745,249,38,3
1,1095,189,289,2
0,90,640,14,3
0,7,639,104,1
1,2190,934,166,2
1,2190,695,36,3
1,2920,450,289,2
0,60,640,139,3
1,1095,956,36,2
0,60,639,111,3
0,730,640,320,3
1,1460,1273,166,2
1,60,143,98,3
0,1095,632,139,3
1,330,1170,307,1
1,4015,167,307,0
1,730,1066,98,3
0,60,640,104,3
0,3650,632,104,3
1,730,677,226,3
0,365,640,111,2
1,1095,1067,38,0
0,30,640,296,0
0,60,640,216,2
0,4380,637,296,3
0,180,640,41,1
1,1460,454,10,2
0,30,640,216,1
1,2920,538,130,3
1,90,249,329,3
1,1095,1282,289,4
1,365,450,274,3
1,1095,648,89,1
1,730,344,137,2
0,30,1251,260,0
1,2555,1197,36,3
1,1460,167,289,3
0,300,640,215,2
1,1095,847,358,2
1,730,764,318,0
0,2190,640,220,2
0,90,640,5,2
0,60,640,139,3
0,365,640,291,0
0,365,640,291,0
0,21,640,296,0
1,365,1066,38,2
0,60,640,104,3
1,365,847,5,0
1,2190,696,252,3
0,150,640,216,3
0,240,640,38,0
0,1095,247,5,2
1,1095,909,318,2
1,180,463,274,3
1,2190,1029,289,2
0,730,640,104,0
1,3650,1220,25,3
1,1460,1066,130,3
0,21,640,41,1
0,7,640,63,1
0,60,922,14,3
0,730,637,296,3
0,120,640,5,0
0,1825,640,139,3
1,730,962,318,2
1,365,1066,289,3
1,150,248,5,3
0,365,640,5,1
0,6,640,5,1
1,1460,1024,36,2
1,30,847,5,1
0,365,640,296,0
1,365,1066,289,3
1,150,1170,320,2
1,60,559,307,3
1,60,770,331,3
1,730,450,250,2
1,240,74,48,0
0,730,640,296,3
1,240,720,252,2
0,365,640,111,0
1,365,1086,320,3
1,365,559,38,3
1,120,1066,98,3
0,7,640,63,4
0,30,640,38,1
1,1460,450,274,3
1,1095,1066,329,3
0,4745,640,139,3
0,365,637,41,2
0,1095,640,216,2
1,365,1066,98,2
0,60,640,220,2
1,365,307,130,1
0,21,640,41,1
1,365,1066,88,3
1,1095,450,130,3
1,1460,988,318,3
1,2920,450,353,3
0,14,640,104,4
1,60,249,38,2
0,1095,1251,297,3
1,4015,125,27,2
0,14,640,68,4
1,150,767,317,1
0,60,640,216,2
0,60,640,38,3
0,60,640,5,3
1,1095,450,88,0
1,730,1066,226,2
1,2190,847,38,2
1,730,125,307,3
1,1095,1197,36,3
1,365,407,89,1
1,30,1066,5,1
1,1095,1066,329,3
1,1095,450,5,3
1,60,61,329,3
0,730,640,38,1
0,30,632,38,1
0,120,640,63,3
0,90,640,41,1
0,60,640,111,3
1,1460,450,192,3
1,730,847,130,2
0,1095,640,5,3
1,4380,1135,248,2
0,5110,637,111,2
0,90,637,38,2
0,28,1251,263,0
1,730,764,334,2
1,330,112,5,3
1,1825,962,5,2
1,60,723,311,2
1,330,1374,203,2
1,90,1066,307,1
0,60,637,220,1
1,730,450,130,2
1,730,450,289,3
1,730,459,130,2
1,60,696,226,2
0,365,640,318,1
0,21,640,63,0
1,1095,1066,41,3
0,60,640,68,3
1,7,847,5,4
1,730,450,336,3
1,365,1197,25,3
0,730,640,111,2
1,300,1066,38,3
1,180,811,38,2
1,1460,759,58,2
1,365,585,98,1
1,3285,847,165,3
0,60,637,111,2
0,60,640,86,3
0,60,1251,211,2
1,730,74,353,2
0,6,640,194,4
1,730,696,274,2
1,270,450,25,3
0,60,640,14,2
0,365,637,38,0
1,180,847,5,2
1,2920,450,88,0
0,730,640,5,2
1,300,1371,36,3
1,365,857,358,3
1,120,450,150,3
0,4380,640,5,3
1,60,881,318,1
0,365,640,220,2
0,1825,632,5,2
1,4015,74,307,2
0,60,640,332,2
1,365,450,289,2
1,30,861,38,2
0,90,637,195,1
0,90,640,13,3
0,60,640,291,3
0,21,640,139,0
0,60,945,104,3
1,365,365,36,3
1,730,1066,329,3
0,90,640,152,2
1,120,450,88,3
1,150,1014,166,3
1,2555,4,307,3
0,730,640,320,2
0,30,640,5,0
0,90,637,104,3
0,14,640,38,1
1,365,948,89,0
1,365,764,318,3
0,30,640,332,1
0,365,640,38,4
0,30,640,296,0
1,2190,1066,98,3
1,210,549,289,1
0,730,640,104,3
0,60,640,296,3
1,730,147,88,3
1,730,1368,284,2
0,150,640,139,0
1,730,27,38,2
1,365,463,130,1
1,365,1218,38,2
1,2190,74,38,3
1,6205,847,38,3
1,1095,45,318,2
0,60,640,291,3
1,730,450,274,3
1,365,450,5,1
0,365,640,220,2
1,60,478,318,3
1,1460,1066,329,3
0,1095,640,5,2
1,365,847,38,2
1,1095,1255,204,2
1,1095,1291,336,2
0,60,640,291,3
1,60,696,259,1
